ping,20231122T15:25:57,2.060753
now,20231122T15:26:05,2.054444
type,20231122T15:26:14,2.021799
type,20231122T15:26:22,2.039967
type,20231122T15:26:30,2.030708
type,20231122T15:26:38,2.045102
type,20231122T15:26:47,2.05035
type,20231122T15:26:55,2.039316
type,20231122T15:27:03,2.05943
sum,20231122T15:27:12,2.041394
