type,20231010T19:05:49,2.057348
type,20231010T19:05:55,2.029442
type,20231010T19:06:01,2.022021
type,20231010T19:06:07,2.035456
ping,20231010T19:06:30,2.031497
ping,20231010T19:08:21,2.030537
ping,20231010T19:10:56,2.035137
now,20231010T19:11:02,2.026897
ping,20231010T19:15:03,2.034797
ping,20231010T19:16:40,2.040993
