binarize_by_threshold,20231010T18:27:08,15.232941
binarize_by_threshold,20231010T18:27:23,5.418624
mirror_vertically,20231010T18:27:39,6.548489
mirror_vertically,20231010T18:27:52,3.284427
ping,20231010T18:56:01,2.009231
now,20231010T18:56:09,2.020136
type,20231010T18:56:17,2.046984
type,20231010T18:56:26,2.049741
ping,20231010T18:58:41,2.027614
now,20231010T18:58:50,2.041724
