ping,2023-10-10 17:29:14,2.047549s
now,2023-10-10 17:29:21,2.062857s
type,2023-10-10 17:29:27,2.060763s
type,2023-10-10 17:29:33,2.050089s
type,2023-10-10 17:29:39,2.048755s
type,2023-10-10 17:29:45,2.067242s
type,2023-10-10 17:29:51,2.031807s
type,2023-10-10 17:29:57,2.06187s
type,2023-10-10 17:30:04,2.06551s
sum,2023-10-10 17:30:10,2.030471s
