ping,20231010T19:18:56,2.045328
ping,20231010T19:21:49,2.03219
ping,20231010T19:23:17,2.044151
ping,20231010T19:23:56,2.016563
ping,20231010T19:24:20,2.032321
ping,20231010T19:25:39,2.033822
now,20231010T19:25:47,2.03515
type,20231010T19:25:55,2.033556
type,20231010T19:26:03,2.035672
type,20231010T19:26:11,2.03765
