type,20231010T19:27:52,2.042791
ping,20231010T19:28:00,2.023743
now,20231010T19:28:08,2.014645
type,20231010T19:28:16,2.040612
type,20231010T19:28:25,2.063181
type,20231010T19:28:33,2.04586
type,20231010T19:28:41,2.03642
type,20231010T19:28:49,2.046238
type,20231010T19:28:58,2.040126
type,20231010T19:29:06,2.043436
