type,20231010T19:26:19,2.025621
type,20231010T19:26:28,2.037306
type,20231010T19:26:36,2.02176
type,20231010T19:26:44,2.040156
sum,20231010T19:26:52,2.053235
pow,20231010T19:27:01,2.043298
send_back_binary,20231010T19:27:15,2.321823
ping,20231010T19:27:27,2.03197
now,20231010T19:27:35,2.038383
type,20231010T19:27:43,2.032124
