ping,20231010T18:22:32,2.058699
now,20231010T18:22:42,2.066116
type,20231010T18:22:52,2.064147
type,20231010T18:23:03,2.02561
type,20231010T18:23:13,2.055937
type,20231010T18:23:23,2.053898
type,20231010T18:23:33,2.039411
type,20231010T18:23:44,2.032857
type,20231010T18:23:54,2.026425
sum,20231010T18:24:04,2.043532
